Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Age	Previous_Role	Role	Previous_Utterance	Utterance	Previous_Sent_len	Sent_len	Previous_Sent_type	Sent_type	Child	Polarity	Level
perception	possession	have	n't	do	do	I	I	57	Target_Child	Father	I do n't haf ta put this on	no not tonight	8	3	declarative	declarative	Hall Bobby	negative	discourse
perception	possession	mine						57	Target_Child	Mother	that golden key 's mine	no that 's not golden key	5	6	declarative	declarative	Hall Bobby	positive	discourse
perception	possession	have	not	're	be	we	we	57	Mother	Target_Child	we 're not having salad	no let me take those salad bowls	5	7	declarative	declarative	Hall Mia	negative	discourse
perception	existence	is		there		lot	lot	57	Target_Child	Mother	is there a lot of snow	no not too much	6	4	question	declarative	Hall Steven	positive	discourse
perception	possession	have		'll	will	I	I	57	Father	Target_Child	I 'll have Steven 's sausage	no I do n't any	6	5	declarative	imperative_emphatic	Hall Steven	positive	discourse
perception	possession	have		NONE	NONE	girls	girl	57	Target_Child	Mother	I know what you mean girls have penises and boys have va vaginas	no they do n't you have it backwards	13	8	declarative	declarative	Hall Steven	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	57	Mother	Target_Child	Steve let 's just have a few more throws and then we 'll go out	no not a few more	15	5	trail	imperative_emphatic	Hall Steven	positive	discourse
perception	possession	have		NONE	NONE	I	I	57	Father	Target_Child	I have a feeling	no you 're not	4	4	declarative	declarative	Hall Steven	positive	discourse
perception	possession	have	n't	ca	can	you	you	57	Target_Child	Mother	you ca n't have it	no no I just wan na take some change	5	9	imperative_emphatic	imperative_emphatic	Hall Karen	negative	discourse
perception	possession	mine						57	Target_Child	Mother	these are mine	no that 's my change	3	5	question	declarative	Hall Karen	positive	discourse
perception	possession	have	n't	do	do	I	I	54	Target_Child	Mother	but I do n't have an antenna	no you do n't have an antenna	7	7	declarative	declarative	Hall Samantha	negative	discourse
perception	possession	have	n't	do	do	you	you	54	Mother	Target_Child	no you do n't have an antenna	no ah nah nurt duh du uh duh	7	8	declarative	declarative	Hall Samantha	negative	discourse
perception	possession	have		NONE	NONE	I	I	54	Target_Child	Mother	mommy do you remember know what I had when you take duh thing and you push them in then take them out	no not today eat the apple regular	22	7	declarative	declarative	Hall Samantha	positive	discourse
perception	possession	have		NONE	NONE	you	you	57	Target_Child	Father	you had a bike with um like that right	no my front wheel was really not that big	9	9	question	declarative	Hall Dexter	positive	discourse
perception	possession	have		can	can	I	I	57	Target_Child	Mother	can I have any cookies	no I just got a new supply of cookies but the please	5	12	question	declarative	Hall Dexter	positive	discourse
perception	possession	have		'll	will	I	I	57	Target_Child	Father	okay I 'll take it ah I 'll have the one that you got	no I 'll I 'll wait	14	6	declarative	declarative	Hall Joey	positive	discourse
perception	possession	have		NONE	NONE	you	you	57	Mother	Target_Child	you 're hungry to day because you had no snack huh	no I had some at school	11	6	question	declarative	Hall Joey	positive	discourse
perception	possession	have		NONE	NONE	I	I	57	Target_Child	Mother	no I had some at school	no I mean when you came home	6	7	declarative	declarative	Hall Joey	positive	discourse
perception	possession	have	n't	do	do	you	you	57	Mother	Target_Child	you do n't haf ta give it to him if you do n't wan na you know	no no I mean know what he always says	17	9	declarative	question	Hall Joey	negative	discourse
perception	possession	have		NONE	NONE	one	one	57	Mother	Target_Child	that one has all different ones in	no I like this different	7	5	declarative	trail	Hall Joey	positive	discourse
perception	existence	's		there		Oscar	Oscar	57	Mother	Target_Child	and the airplane yeah so anyway there 's Oscar looking up into the sky and boom he walks right smack into	no not Oscar	21	3	declarative	imperative_emphatic	Hall Joey	positive	discourse
perception	possession	have		NONE	NONE	you	you	57	Mother	Target_Child	but that 's not fair Gabriella because you have it	no we 're playing a game	10	6	trail	imperative_emphatic	Hall Gabriel	positive	discourse
perception	possession	have		can	can	you	you	57	Mother	Target_Child	you can have my stuff if you want	no I love mine	8	4	declarative	declarative	Hall Gabriel	positive	discourse
perception	possession	have	n't	wo	will	you	you	57	Mother	Target_Child	okay well sit up and then you wo n't have the shadow	no I mean duh shadow on my toast I do n't want	12	12	declarative	declarative	Hall Gabriel	negative	discourse
perception	possession	have		NONE	NONE	they	they	57	Mother	Target_Child	let 's see they had mister buster	no I do n't mean duhm buh	7	7	trail	trail	Hall Gabriel	positive	discourse
perception	possession	have		can	can	I	I	57	Target_Child	Mother	can I have one these	no you may not have one	5	6	question	declarative	Hall Brett	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	57	Mother	Target_Child	well you 're gon ta have cookies	no I 'm not	7	4	declarative	imperative_emphatic	Hall Julia	positive	discourse
perception	possession	have		will	will	you	you	45	Target_Child	Mother	will you have some pills	no I have at the minute	5	6	question	declarative	Belfast Courtney	positive	discourse
perception	possession	have		NONE	NONE	he	he	33	Mother	Target_Child	do you think he had a good night 's sleep	no I think I think him going to go to sleep again with his bunny rabbit	10	16	question	declarative	Belfast Rachel	positive	discourse
perception	possession	have		's	be	he	he	33	Mother	Target_Child	do you think maybe he 's having his breakfast	no that 's food	9	4	question	declarative	Belfast Rachel	positive	discourse
perception	existence	's		there		pin	pin	33	Target_Child	Mother	and that there 's a rolling pin	no that 's just the handle of the pot that bit there see	7	13	declarative	question	Belfast Rachel	positive	discourse
perception	existence	was		there		boys	boy	38	Target_Child	Mother	eh one there was n't any boys or girls	no there was n't any boys	9	6	declarative	declarative	Belfast Rachel	positive	discourse
perception	existence	's		there		lot	lot	52	Mother	Target_Child	there 's a whole lot of horsies missing	no the black they were them	8	6	declarative	declarative	Belfast Stuart	positive	discourse
perception	possession	mine						52	Target_Child	Mother	mine	no the lady 's	1	4	question	declarative	Belfast Stuart	positive	discourse
perception	possession	have		NONE	NONE	she	she	48	Target_Child	Mother	well she has these many too	no she	6	2	declarative	declarative	Belfast Conor	positive	discourse
perception	existence	's	no	there		key	key	48	Mother	Target_Child	Conor there 's no key on it	no it 's only magic one	7	6	declarative	declarative	Belfast Conor	negative	discourse
perception	existence	is		there		gelatin	gelatin	54	Target_Child	Mother	is there gelatin in the strawberries	no there 's not sweetheart	6	5	question	declarative	Belfast Conor	positive	discourse
perception	possession	my						18	Target_Child	Mother	my my	no it 's not yours	2	5	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	18	Target_Child	Mother	have it	no you may not have that	2	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	18	Target_Child	Mother	have it	no you may not have it	2	6	question	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	18	Target_Child	Mother	have it	no you may not have it no	2	7	question	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	19	Target_Child	Mother	have it	no you may not have it	2	6	question	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	Eve	Eve	20	Target_Child	Mother	Eve have a Eve have a	no it 's not for you to play with	6	9	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	Eve	Eve	20	Target_Child	Mother	Eve have it	no you put it in the stove	3	7	declarative	trail	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	that mine	no that 's Sarah 's	2	5	declarative	declarative	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	that mine	no that 's Sarah 's	2	5	declarative	declarative	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	that mine	no that 's Sarah 's bottle	2	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	Eve	Eve	21	Target_Child	Mother	Eve have drink first	no it 's Sarah 's turn	4	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	mine	no it 's not your turn yet	1	7	declarative	declarative	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	mine	no it 's baby Sarah 's	1	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	that mine	no that 's not yours	2	5	declarative	declarative	Brown Eve	positive	discourse
perception	possession	mine						21	Target_Child	Mother	mine	no it 's Sarah 's turn	1	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	22	Target_Child	Mother	have lunch on the new table	no we 'll not have lunch on the new table	6	10	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	Sarah	Sarah	23	Target_Child	Mother	Sarah has little teeth	no Sarah does n't have any teeth at all	4	9	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	Fraser	Fraser	24	Target_Child	Mother	Fraser have lunch	no Fraser 's not having lunch	3	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		may	may	NONE	NONE	23	Target_Child	Father	may have that	no you may not have it	3	6	question	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	25	Target_Child	Mother	have some at Peabody School	no not at the Peabody School	5	6	declarative	declarative	Brown Eve	positive	discourse
perception	possession	have		NONE	NONE	you	you	25	Mother	Target_Child	you already have it right there	no this way	6	3	declarative	question	Brown Eve	positive	discourse
perception	possession	my						27	Target_Child	Mother	my my	no there 's your paper	2	5	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have	n't	would	would	he	he	28	Mother	Target_Child	he 'd haf ta do without a suitcase because he would n't have one	no no have one	14	4	declarative	declarative	Brown Adam	negative	discourse
perception	possession	have		NONE	NONE	NONE	NONE	30	Target_Child	Mother	have some	no thank you	2	3	question	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	Mommy	Mommy	31	Target_Child	Mother	Mommy has a sock on	no I have n't socks on	5	6	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	baby	baby	33	Target_Child	Mother	baby have tooth	no he does n't have any teeth yet	3	8	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	35	Target_Child	Mother	do you want me have one dose	no I want you to sit up	7	7	question	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	35	Target_Child	Mother	yeah let me have one	no do n't spread them over the floor like that	5	10	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	you	you	38	Mother	Target_Child	do n't you have some money	no somebody throw my money away	6	6	question	declarative	Brown Adam	positive	discourse
perception	possession	have		can	can	I	I	38	Target_Child	Mother	can I have some sugar	no you have cranberry juice	5	5	question	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	we	we	40	Target_Child	Mother	do we have one of valentines	no I do n't have any cookie cutters at all	6	10	question	declarative	Brown Adam	positive	discourse
perception	possession	have	n't	do	do	he	he	40	Target_Child	Mother	Mommy he do n't have a baseball	no he does n't have one does he	7	8	declarative	question	Brown Adam	negative	discourse
perception	possession	have		going	go	you	you	39	Target_Child	Mother	you going have some too	no no no Adam	5	4	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		can	can	I	I	40	Target_Child	Mother	can I have it now	no you do n't put your things all over the floor	5	11	question	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	you	you	40	Mother	Target_Child	do n't you have a book about him	no I do n't have a book	8	7	question	declarative	Brown Adam	positive	discourse
perception	possession	have		does	do	Jocko	Jocko	41	Target_Child	Mother	does Jocko have a face	no he lost his face Adam	5	6	question	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	41	Target_Child	Mother	I like just have it in it	no you do n't need ta play with the can right now	7	12	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have	n't	do	do	it	it	41	Target_Child	Mother	is it it 's do n't have wheels	no it does n't have wheels	8	6	declarative	declarative	Brown Adam	negative	discourse
perception	possession	have		do	do	you	you	42	Target_Child	Mother	do you have a crayon Mommy	no I put that there for you	6	7	question	declarative	Brown Adam	positive	discourse
perception	possession	she						42	Mother	Target_Child	her	no you ca n't eat my apples	1	7	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		're	be	you	you	42	Mother	Target_Child	you 're having a hard time	no you have some and I have some	6	8	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	I	I	44	Target_Child	Mother	I have a big balloon	no she does n't wan na blow that	5	8	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	Captain	Captain	44	Target_Child	Mother	do you remember what Captain Bob useta have	no what did he useta have	8	6	question	question	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	she	she	44	Mother	Target_Child	I think she has an interesting story to tell about those	no let me	11	3	declarative	trail	Brown Adam	positive	discourse
perception	possession	have		can	can	I	I	44	Target_Child	Mother	can I have some strawberries	no we 're going to have those for supper	5	9	question	declarative	Brown Adam	positive	discourse
perception	possession	have		does	do	Daddy	Daddy	45	Target_Child	Mother	does Daddy have a dream	no I do n't think so	5	6	question	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	you	you	47	Target_Child	Mother	Mommy do you have a flat tire on your truck	no not now thank you	10	5	question	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	you	you	47	Target_Child	Mother	do you have another flat tire	no I do n't think I have one	6	8	question	declarative	Brown Adam	positive	discourse
perception	existence	is		there		jeep	jeep	47	Target_Child	Mother	Mommy is there another jeep up here	no there is n't	7	4	question	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	you	you	47	Target_Child	Mother	you said you have a baby sitter	no I said a visitor	7	5	question	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	I	I	47	Target_Child	Mother	and I have two	no no let him have one dear	4	7	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	we	we	49	Target_Child	Mother	Mommy do we have some different	no no you put the water in here	6	8	trail	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	you	you	49	Target_Child	Mother	Mommy you have de red one	no I have a green one	6	6	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	I	I	49	Mother	Target_Child	no I have a green one	no dat 's yours	6	4	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	50	Mother	Target_Child	let Paul have that one with the light	no we haf ta give it back to her	8	9	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have	n't	do	do	I	I	50	Target_Child	Mother	I do n't have de top on	no no Adam	7	3	declarative	declarative	Brown Adam	negative	discourse
perception	possession	have		NONE	NONE	NONE	NONE	50	Mother	Target_Child	let him have a turn with that while you	no I need it	9	4	interruption	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	Paul	Paul	51	Mother	Target_Child	I think Paul had this Adam	no I wan na play with it	6	7	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	I	I	51	Mother	Target_Child	yes I do have a pocket	no nobody wo n't see it	6	6	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		can	can	Paul	Paul	52	Target_Child	Mother	can Paul have some more Grace	no I do n't think Paul needs any more	6	9	question	declarative	Brown Adam	positive	discourse
perception	possession	mine						53	Target_Child	Mother	but it 's mine	no it 's not	4	4	declarative	declarative	Brown Adam	positive	discourse
perception	possession	have		does	do	dat	that	54	Target_Child	Mother	does dat have water	no this one does not have water	4	7	question	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	you	you	52	Target_Child	Mother	do you have a surprise for me	no I do n't think so	7	6	question	declarative	Brown Adam	positive	discourse
perception	possession	have		do	do	you	you	55	Target_Child	Mother	now you have three like we do do n't we	no she has only has two children	10	7	question	declarative	Brown Adam	positive	discourse
perception	possession	have		NONE	NONE	poodle	poodle	28	Father	Target_Child	the poodle has n't any string	no no no ning	6	4	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	yours						31	Target_Child	Mother	dat yours	no it 's yours	2	4	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	yours						31	Mother	Target_Child	no it 's yours	no yours	4	2	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	yours						33	Target_Child	Mother	dis yours	no that 's yours	2	4	question	declarative	Brown Sarah	positive	discourse
perception	possession	yours						33	Mother	Target_Child	no that 's yours	no not	4	2	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have		can	can	I	I	33	Mother	Target_Child	can I have my money back	no my money	6	3	question	declarative	Brown Sarah	positive	discourse
perception	possession	have		can	can	I	I	33	Mother	Target_Child	can I have it	no my have it	4	4	question	declarative	Brown Sarah	positive	discourse
perception	possession	yours						34	Target_Child	Mother	dat yours	no it 's yours	2	4	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	35	Target_Child	Mother	want have some	no thank you	3	3	question	declarative	Brown Sarah	positive	discourse
perception	existence	's		there		crayon	crayon	37	Target_Child	Mother	there 's one crayon	no I have the crayon you just get the book	4	10	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have	n't	did	do	he	he	39	Target_Child	Mother	he uh he did n't have something to eat	no he did n't have anything to eat	9	8	declarative	declarative	Brown Sarah	negative	discourse
perception	possession	have		NONE	NONE	NONE	NONE	39	Mother	Target_Child	we always have ta have one of these	no I have ta duhbluh	8	5	declarative	trail	Brown Sarah	positive	discourse
perception	existence	's		there		bubble+bath	bubble+bath	41	Target_Child	Mother	there 's some more bubble+bath	no it 's shampoo	5	4	declarative	declarative	Brown Sarah	positive	discourse
perception	existence	's		there		water	water	43	Mother	Target_Child	there 's enough water in there	no I ca n't dry	6	5	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	44	Target_Child	Mother	let me have that	no no what 'll I put the eggs in	4	9	declarative	declarative	Brown Sarah	positive	discourse
perception	existence	's		there		egg	egg	44	Target_Child	Mother	there 's an egg in the other one t	no I took it out	9	5	trail	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	he	he	45	Mother	Target_Child	did say he had your gun	no he did n't see my gun	6	7	question	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	you	you	47	Mother	Target_Child	because Sheryl wo n't Sheryl will want it and you only have one of them so you fight too much over it	no I wo n't	22	4	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	she	she	49	Mother	Target_Child	she has pretty curls	no she does n't	4	4	declarative	declarative	Brown Sarah	positive	discourse
perception	existence	's		there		farmhouse	farmhouse	50	Target_Child	Mother	there 's the animal farmhouse	no that 's a lighthouse	5	5	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	I	I	50	Target_Child	Mother	I had oatmeal	no you had Cream o wheat	3	6	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	51	Target_Child	Father	oh let me have it	no you 'll have lunch	5	5	declarative	declarative	Brown Sarah	positive	discourse
perception	possession	have	n't	do	do	we	we	53	Target_Child	Mother	we do n't have any green	no so you 'll haf ta color it blue I guess huh	6	12	declarative	question	Brown Sarah	negative	discourse
perception	possession	have		NONE	NONE	you	you	54	Target_Child	Mother	you have bologna	no I do n't have any bologna	3	7	question	declarative	Brown Sarah	positive	discourse
perception	possession	have	n't	did	do	I	I	59	Target_Child	Father	I did n't have breakfast	no you can have breakfast in a minute	5	8	declarative	declarative	Brown Sarah	negative	discourse
perception	possession	have		NONE	NONE	she	she	60	Mother	Target_Child	she had a stomachache and a a headache and	no my back was hurting	9	5	trail	declarative	Brown Sarah	positive	discourse
perception	possession	have		may	may	I	I	26	Mother	Target_Child	may I have that please	no want help	5	3	question	declarative	Demetras2 Michael	positive	discourse
perception	possession	have		NONE	NONE	mommy	mommy	31	Mother	Target_Child	well daddy will use the one that mommy has okay	no he gon ta use mine	10	6	question	declarative	Demetras2 Jimmy	positive	discourse
perception	possession	have		NONE	NONE	grandpa	grandpa	31	Mother	Target_Child	sure grandpa Davis has a hammer but I think grandpa Hankey has a hammer too	no he has a screwdriver	15	5	declarative	declarative	Demetras2 Jimmy	positive	discourse
perception	existence	's		there		farmer	farmer	33	Mother	Target_Child	now there 's the farmer	no I do n't want him	5	6	declarative	declarative	Demetras2 Jimmy	positive	discourse
perception	possession	have		NONE	NONE	Stephen	Stephen	25	Target_Child	Father	Stephen had a cold	no Stephen did n't get your cold	4	7	declarative	declarative	Nelson Emily	positive	discourse
perception	possession	have		do	do	you	you	50	Father	Target_Child	do you have a fork Jenny	no I	6	2	question	declarative	Gleason Bobby	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	36	Target_Child	Mother	no I wan na have cake first	no you ca n't have cake until you have something healthy	7	11	declarative	declarative	Gleason Charlie	positive	discourse
perception	possession	have		NONE	NONE	I	I	50	Target_Child	Father	well I have some	no Pam thinks it 's it 's you know illegal to charge for improvements that have n't been made	4	19	declarative	declarative	Gleason David	positive	discourse
perception	possession	have		NONE	NONE	I	I	50	Target_Child	Mother	I haf ta	no you can put it down	3	6	declarative	declarative	Gleason David	positive	discourse
perception	possession	have		do	do	we	we	62	Father	Target_Child	what else do we have	no you haf ta come out there	5	7	question	declarative	Gleason Frank	positive	discourse
perception	possession	have		can	can	you	you	52	Mother	Target_Child	you can have a little bit of ginger ale if you 'd like	no I want some	13	4	declarative	declarative	Gleason Eddie	positive	discourse
perception	possession	have	n't	do	do	I	I	42	Mother	Target_Child	and and af after supper we 'll do it cause I do n't have time now okay	no we haf ta do it now	17	7	question	declarative	Gleason Isadora	negative	discourse
perception	possession	have		do	do	I	I	52	Target_Child	Mother	do I have white wips	no you have pink lips	5	5	question	declarative	Gleason Helen	positive	discourse
perception	existence	's		there		lot	lot	52	Mother	Target_Child	oh well Hel look there 's a lot of corn on here and	no I do n't wannoo	13	5	trail	declarative	Gleason Helen	positive	discourse
perception	existence	is		there		one	one	59	Target_Child	Mother	is there another one in there	no there 's just the book and the car and then there 's some stuff to play with here we can play store over here okay	6	26	question	question	Gleason Helen	positive	discourse
perception	possession	have		can	can	I	I	38	Father	Target_Child	can I have some milk	no it 's all gone	5	5	question	declarative	Gleason Katie	positive	discourse
perception	possession	yours						38	Mother	Target_Child	it 's yours you can take it home with you	no I not take it home	10	6	declarative	declarative	Gleason Katie	positive	discourse
perception	existence	's		there		nobody	nobody	38	Father	Target_Child	is n't it there 's nobody in there	no and this is the window	8	6	declarative	declarative	Gleason Olivia	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	50	Father	Target_Child	I bet you 're gon ta have twenty five Queen Esthers in the play	no I 'm gon ta get three Queen Esthers	14	9	declarative	declarative	Gleason Theresa	positive	discourse
perception	possession	have	n't	do	do	we	we	50	Father	Target_Child	we we do n't haf ta bring it to the garage	no not yet	11	3	question	declarative	Gleason Theresa	negative	discourse
perception	possession	have		does	do	that	that	38	Target_Child	Mother	do does that have a spider	no it does n't have a spider in it	6	9	declarative	declarative	Gleason Susan	positive	discourse
perception	possession	have	n't	does	do	it	it	38	Target_Child	Mother	it does n't have a spider in it	no there 's no spider in it I think we would get a little bit more out if you blow hard	8	21	declarative	declarative	Gleason Susan	negative	discourse
perception	possession	mine						27	Target_Child	Mother	these are mine	no I want that one	3	5	declarative	declarative	Valian nan	positive	discourse
perception	possession	have	n't	do	do	we	we	27	Mother	Target_Child	we do n't have any	no I want some where my cereal	5	7	declarative	question	Valian nan	negative	discourse
perception	possession	have		does	do	Molly	Molly	30	Mother	Target_Child	does Molly have a pacifier	no she she do n't need one	5	7	question	declarative	Valian nan	positive	discourse
perception	possession	have	n't	do	do	I	I	30	Target_Child	Mother	but I do n't have a gum cause I do n't have gum	no you do n't have gum today	13	7	declarative	declarative	Valian nan	negative	discourse
perception	existence	's		there		fire	fire	30	Target_Child	Mother	there 's a fire	no that 's a crane	4	5	declarative	declarative	Valian nan	positive	discourse
perception	possession	have		NONE	NONE	we	we	28	Target_Child	Mother	we have some lolly pops	no we do n't have any lolly pops	5	8	declarative	declarative	Valian nan	positive	discourse
perception	possession	have		NONE	NONE	we	we	28	Target_Child	Mother	we have we have some lolly pops	no we do n't	7	4	declarative	declarative	Valian nan	positive	discourse
perception	possession	have	n't	do	do	you	you	29	Target_Child	Mother	you do n't have your big coat	no she does n't	7	4	declarative	declarative	Valian nan	negative	discourse
perception	existence	's		there		something	something	29	Target_Child	Mother	there 's something in there that they have n't seen before	no that 's that 's not it	11	7	question	declarative	Valian nan	positive	discourse
perception	possession	have		can	can	you	you	32	Target_Child	Mother	can I 've some can you have some more water	no I do n't want any more water	10	8	question	declarative	Valian nan	positive	discourse
perception	possession	have		can	can	you	you	32	Target_Child	Mother	can you have some more tea	no I do n't want anymore tea	6	7	question	declarative	Valian nan	positive	discourse
perception	existence	's		there		animals	animal	31	Mother	Target_Child	a farm family since there 's so many farm animals	no there not	10	3	declarative	declarative	Valian nan	positive	discourse
perception	possession	have		can	can	you	you	30	Mother	Target_Child	okay you can have a lick	no you take a lick	6	5	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	you	you	31	Father	Target_Child	you haf ta	no I do n't wan na	3	6	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	I	I	32	Target_Child	Mother	I have one more little big taste again Mom	no I do n't think so Abe	9	7	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		uhhuh	uhhuh	you	you	33	Target_Child	Mother	uhhuh you having yogurt	no I 'm going to have a small salad	4	9	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	you	you	33	Mother	Target_Child	you have any idea what you 're going to paint	no that 's a sea anemone	10	6	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	34	Mother	Target_Child	do you wan na put rice on it and have a rice sandwich	no I will dip it	13	5	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	you	you	34	Target_Child	Mother	yeah you have a horn	no I 'm afraid not	5	5	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	you	you	34	Father	Target_Child	thought you said you had a sore foot	no a sore throat	8	4	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		did	do	they	they	35	Mother	Target_Child	did they have enough snake to eat	no the the bear said	7	5	question	quotation	Kuczaj Abe	positive	discourse
perception	possession	mine						35	Target_Child	Father	no that 's mine	no it 's mine see	4	5	declarative	question	Kuczaj Abe	positive	discourse
perception	existence	is		there		anything	anything	35	Mother	Target_Child	is there anything else in there	no are we getting ready for Christmas	6	7	question	question	Kuczaj Abe	positive	discourse
perception	possession	have		can	can	it	it	35	Target_Child	Mother	can we then we uh then it had any enough cake in it	no Abe it 's not a birthday candle	13	8	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	NONE	NONE	37	Father	Target_Child	that 's pretty nifty having a tag on your old gun here	no it 's a new gun	12	6	declarative	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		does	do	yours	yours	38	Target_Child	Father	does yours have fur	no I wish they did	4	5	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have	n't	does	do	it	it	38	Father	Target_Child	oh it wo n't work if it does n't have holes	no it wo n't work when it do n't has holes in it	11	13	question	declarative	Kuczaj Abe	negative	discourse
perception	possession	we	n't					38	Father	Target_Child	it was n't for us	no it was cold out there	5	6	question	declarative	Kuczaj Abe	negative	discourse
perception	possession	have		NONE	NONE	you	you	38	Mother	Target_Child	you still have a few more to put on	no no can I color it later	9	7	declarative	question	Kuczaj Abe	positive	discourse
perception	possession	have	n't	do	do	I	I	39	Mother	Target_Child	so I do n't haf ta throw it away	no hey you almost did n't know when to stop	9	10	declarative	declarative	Kuczaj Abe	negative	discourse
perception	possession	have		did	do	he	he	39	Mother	Target_Child	did he have a long beard too	no and it had a boy	7	6	question	declarative	Kuczaj Abe	positive	discourse
perception	possession	have		NONE	NONE	it	it	39	Father	Target_Child	oh it even has a hook on it	no Mommy just made the hook	8	6	declarative	declarative	Kuczaj Abe	positive	discourse
